Fluid	StartDate	StartTime	EndDate	EndTime	T	dT	p	dp	tau	dtau
ARGON	2023.05.09	16:28:54	2023.05.09	16:31:57	293.457445130358	0.00660067501562274	100.158798220397	0.00449065064647222	0.00263734377983941	2.60551460380615e-09
ARGON	2023.05.09	16:31:58	2023.05.09	16:35:01	293.450307579467	0.013228162773071	100.148492723781	0.00423901350475183	0.0026373392428928	2.3666603099369e-09
ARGON	2023.05.09	16:35:02	2023.05.09	16:38:06	293.459755213119	0.00664401368902462	100.137350857174	0.00388164267847871	0.00263733843180339	2.15685171520488e-09
ARGON	2023.05.10	09:30:49	2023.05.10	09:33:52	293.451394654383	0.00643827732276084	98.6153673534826	0.0035599937757451	0.00263691296251085	2.09501735693925e-09
ARGON	2023.05.10	09:33:53	2023.05.10	09:36:56	293.446621821742	0.0123274383363817	98.6085937081813	0.00370144744154426	0.00263691059299045	2.30920849925755e-09
ARGON	2023.05.10	09:36:58	2023.05.10	09:40:02	293.445181686708	0.00666734298733826	98.6042556324395	0.00397347446214871	0.00263690956759982	2.13036852886549e-09
ARGON	2023.05.10	14:30:09	2023.05.10	14:33:13	342.538157660005	0.0234450886718264	100.11744523296	0.00370471177630891	0.00264746678195529	4.12501354914666e-09
ARGON	2023.05.10	14:33:14	2023.05.10	14:36:18	342.555300555735	0.00640430784846757	100.119954176984	0.0043180370371039	0.00264746874457465	3.09279007244116e-09
ARGON	2023.05.10	14:36:19	2023.05.10	14:39:23	342.535780027411	0.0296476864760584	100.125038055041	0.00359110244595937	0.0026474690375434	5.08892486680049e-09
ARGON	2023.05.10	14:49:51	2023.05.10	14:52:55	342.566065643854	0.0138245168902227	80.0674520350889	0.00344802995329326	0.00264063316921658	4.35130718181673e-09
ARGON	2023.05.10	14:52:56	2023.05.10	14:55:59	342.525030695142	0.028581117846536	80.0730444882127	0.00305545302995613	0.00264062900119358	5.42355830471317e-09
ARGON	2023.05.10	14:56:00	2023.05.10	14:59:08	342.56874765123	0.00729074083094188	80.0756367958363	0.00413158610038461	0.00264063611382378	3.53157083789404e-09
ARGON	2023.05.10	15:16:16	2023.05.10	15:19:19	342.548043791124	0.0165452935370274	60.0620669789294	0.00314082148657273	0.00263170660129123	2.5028765070114e-09
ARGON	2023.05.10	15:19:21	2023.05.10	15:22:24	342.533585800176	0.0305588996627432	60.0663549946633	0.00305353599594178	0.00263170390489366	4.77350545938919e-09
ARGON	2023.05.10	15:22:25	2023.05.10	15:25:28	342.567739398165	0.00547205131821716	60.0691506515039	0.00282449162639767	0.00263171330430773	2.27464597341768e-09
ARGON	2023.05.10	15:34:42	2023.05.10	15:37:46	342.554400390931	0.00800394666872607	39.9860649468947	0.00235497342042141	0.00261924031032986	1.91860077723281e-09
ARGON	2023.05.10	15:37:47	2023.05.10	15:40:50	342.557368266635	0.0142701248236283	39.9899996703796	0.00255446091920907	0.00261924258761936	3.28429878714363e-09
ARGON	2023.05.10	15:40:51	2023.05.10	15:43:54	342.526074495676	0.0300193410486131	39.992847028958	0.00234383466264435	0.00261924037543403	5.44742377936101e-09
ARGON	2023.05.10	15:55:01	2023.05.10	15:58:04	342.536883465178	0.0188329044773429	20.0278921674105	0.00149787265680006	0.00260155933702257	3.39213427317362e-09
ARGON	2023.05.10	15:58:05	2023.05.10	16:01:09	342.560589226432	0.005915338231748	20.0294994984836	0.00175435214059834	0.00260156612684461	2.419502032927e-09
ARGON	2023.05.10	16:01:10	2023.05.10	16:04:15	342.533200331618	0.0183430868042685	20.0314829400803	0.00180634918586957	0.0026015625922309	3.67061537253463e-09
ARGON	2023.05.10	16:17:38	2023.05.10	16:20:43	342.543157595311	0.0187812677500782	9.96179272289694	0.00160391538520038	0.00259081825086805	2.99757651230349e-09
ARGON	2023.05.10	16:20:44	2023.05.10	16:23:49	342.548026701678	0.0105685905803993	9.96358305083781	0.00163802573477617	0.00259082011583116	2.65908016964167e-09
ARGON	2023.05.10	16:23:50	2023.05.10	16:26:53	342.555297723518	0.0109211707454129	9.96507338559666	0.00161582496139748	0.00259082473687066	2.01994835830654e-09
ARGON	2023.05.10	16:37:14	2023.05.10	16:40:18	342.541284762419	0.0222832559671664	5.00920700719076	0.00144498846654328	0.0025853623304579	3.89886913132703e-09
ARGON	2023.05.10	16:40:20	2023.05.10	16:43:23	342.556809417243	0.0188780414168492	5.00976053669548	0.00136936885442451	0.00258536232774522	4.74338690245421e-09
ARGON	2023.05.10	16:43:24	2023.05.10	16:46:27	342.539037929765	0.0254286691600357	5.00997073367034	0.00139297283359815	0.00258536234809028	5.1966018264212e-09
ARGON	2023.05.11	14:16:59	2023.05.11	14:20:03	392.024120999972	0.0321866431892249	80.0642947874358	0.00282896131962107	0.00265226150444878	6.39222856373864e-09
ARGON	2023.05.11	14:20:04	2023.05.11	14:23:07	392.075376574059	0.00948663300962747	80.0619809689919	0.00387170571813857	0.00265226795654297	3.31291857397804e-09
ARGON	2023.05.11	14:23:08	2023.05.11	14:26:11	392.015713389315	0.0241522478805373	80.0556361865929	0.00407799418986005	0.00265225591634115	4.77859522117791e-09
ARGON	2023.05.11	14:45:22	2023.05.11	14:48:24	392.047846547281	0.0393798857804373	99.9986508428204	0.00435674245149155	0.0026592695461697	6.80073404899201e-09
ARGON	2023.05.11	14:48:25	2023.05.11	14:51:29	392.063398405036	0.03709170740519	99.9909845774535	0.00465943950434057	0.00265927687852648	6.17668461576311e-09
ARGON	2023.05.11	14:51:30	2023.05.11	14:54:34	392.049999146152	0.015400982585056	99.9861101187977	0.00470255106912495	0.0026592690266927	2.71454092404078e-09
